record_type,product_id,brand,name,code,product_quantity,street_price,suggested_price,price_novat,plain_description,weight,picture 1,picture 2,picture 3,Firme,Categorie,Sottocategorie,altro,season,7dayssale,color,partner,service,Sunglasses,Warehouse2,bicolors,Watches,Print, Genere,shoes,model_id,barcode,model_size,model_quantity
PRODUCT,41407,Geographical Norway,Kargentina,Kargentina_man_new_orange_navy,15,79.00,,15.00,Polo Man ᐧ theme: Country ᐧ 100% cotton piquet ᐧ wash 30°,0.50,http://www.brandsdistribution.com/prod/stock_prod41407_image_174048440.jpg,http://www.brandsdistribution.com/prod/stock_prod41407_image_526408884.jpg,http://www.brandsdistribution.com/prod/stock_prod41407_image_1130420496.jpg,Geographical Norway,Men,Polo," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,41407," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126865,3543112671289   ,S,8
MODEL,41407," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126866,3543112671296   ,M,4
MODEL,41407," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126867,3543112671302   ,L,3
PRODUCT,41408,Geographical Norway,Kargentina,Kargentina_man_new_pink_navy,11,79.00,,15.00,Polo Man ᐧ theme: Country ᐧ 100% cotton piquet ᐧ wash 30°,0.50,http://www.brandsdistribution.com/prod/stock_prod41408_image_463838045.jpg,http://www.brandsdistribution.com/prod/stock_prod41408_image_1348122146.jpg,http://www.brandsdistribution.com/prod/stock_prod41408_image_1808543665.jpg,Geographical Norway,Men,Polo," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,41408," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126869,3543112671449   ,S,6
MODEL,41408," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126871,3543112671463   ,L,3
MODEL,41408," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126872,3543112671470   ,XL,2
PRODUCT,41409,Geographical Norway,Kargentina,Kargentina_man_new_turquoise_fuxia,12,79.00,,15.00,Polo Man ᐧ theme: Country ᐧ 100% cotton piquet ᐧ wash 30°,0.50,http://www.brandsdistribution.com/prod/stock_prod41409_image_165404668.jpg,http://www.brandsdistribution.com/prod/stock_prod41409_image_1019399800.jpg,http://www.brandsdistribution.com/prod/stock_prod41409_image_1023630633.jpg,Geographical Norway,Men,Polo," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,41409," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126873,3543112671401   ,S,9
MODEL,41409," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126875,3543112671425   ,L,1
MODEL,41409," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126876,3543112671432   ,XL,2
PRODUCT,47915,Geographical Norway,Kaxi,RP_Kaxi_Men_black,13,80.00,,15.00,ᐧ  Polo Man ᐧ short sleeves ᐧ 100% cotton piquet ᐧ wash 30°,0.50,http://www.brandsdistribution.com/prod/stock_prod47915_image_1116719273.jpg,http://www.brandsdistribution.com/prod/stock_prod47915_image_634771301.jpg," ",Geographical Norway,Men,Polo," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,47915," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143840,3543112817281,S,5
MODEL,47915," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143843,3543112817311,XL,8
PRODUCT,47917,Geographical Norway,Kaxi,RP_Kaxi_Men_red,1,80.00,,9.90,ᐧ  Polo Man ᐧ short sleeves ᐧ 100% cotton piquet ᐧ wash 30°,0.50,http://www.brandsdistribution.com/prod/stock_prod47917_image_1280852384.jpg,http://www.brandsdistribution.com/prod/stock_prod47917_image_1833738642.jpg," ",Geographical Norway,Men,Polo," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,47917," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143852,3543112817458,L,1
PRODUCT,47918,Geographical Norway,Kaxi,RP_Kaxi_Men_white,19,80.00,,15.00,ᐧ  Polo Man ᐧ short sleeves ᐧ 100% cotton piquet ᐧ wash 30°,0.50,http://www.brandsdistribution.com/prod/stock_prod47918_image_1346820048.jpg,http://www.brandsdistribution.com/prod/stock_prod47918_image_1337370963.jpg," ",Geographical Norway,Men,Polo," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,47918," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143854,3543112817342,S,5
MODEL,47918," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143855,3543112817359,M,11
MODEL,47918," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143856,3543112817366,L,3
PRODUCT,41447,Geographical Norway,Kazil,RP_Kazil_man_black,1,80.00,,9.90,Polo Man ᐧ short sleeve ᐧ theme: Brasil ᐧ 100% cotton piquet ᐧ wash 30°,0.50,http://www.brandsdistribution.com/prod/stock_prod41447_image_405540097.jpg,http://www.brandsdistribution.com/prod/stock_prod41447_image_1710267896.jpg,http://www.brandsdistribution.com/prod/stock_prod41447_image_1965461871.jpg,Geographical Norway,Men,Polo," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,41447," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",127037,3543112671494   ,S,1
PRODUCT,41448,Geographical Norway,Kazil,RP_Kazil_man_fpink,3,80.00,,9.90,Polo Man ᐧ short sleeve ᐧ theme: Brasil ᐧ 100% cotton piquet ᐧ wash 30°,0.50,http://www.brandsdistribution.com/prod/stock_prod41448_image_1054382794.jpg,http://www.brandsdistribution.com/prod/stock_prod41448_image_1530253225.jpg,http://www.brandsdistribution.com/prod/stock_prod41448_image_821802825.jpg,Geographical Norway,Men,Polo," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,41448," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",127042,3543112671630   ,S,1
MODEL,41448," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",127043,3543112671647   ,M,1
MODEL,41448," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",127044,3543112671654   ,L,1
PRODUCT,41449,Geographical Norway,Kazil,RP_Kazil_man_navy,8,80.00,,9.90,Polo Man ᐧ short sleeve ᐧ theme: Brasil ᐧ 100% cotton piquet ᐧ wash 30°,0.50,http://www.brandsdistribution.com/prod/stock_prod41449_image_321277849.jpg,http://www.brandsdistribution.com/prod/stock_prod41449_image_1383115232.jpg,http://www.brandsdistribution.com/prod/stock_prod41449_image_1129341716.jpg,Geographical Norway,Men,Polo," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,41449," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",127047,3543112671586   ,S,8
PRODUCT,41450,Geographical Norway,Kazil,RP_Kazil_man_royal,3,80.00,,9.90,Polo Man ᐧ short sleeve ᐧ theme: Brasil ᐧ 100% cotton piquet ᐧ wash 30°,0.50,http://www.brandsdistribution.com/prod/stock_prod41450_image_1533588426.jpg,http://www.brandsdistribution.com/prod/stock_prod41450_image_1860203868.jpg,http://www.brandsdistribution.com/prod/stock_prod41450_image_1447422906.jpg,Geographical Norway,Men,Polo," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,41450," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",127052,3543112671548   ,S,2
MODEL,41450," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",127055,3543112671579   ,XL,1
PRODUCT,41451,Geographical Norway,Kazil,RP_Kazil_man_turquoise,2,80.00,,9.90,Polo Man ᐧ short sleeve ᐧ theme: Brasil ᐧ 100% cotton piquet ᐧ wash 30°,0.50,http://www.brandsdistribution.com/prod/stock_prod41451_image_333735988.JPG,http://www.brandsdistribution.com/prod/stock_prod41451_image_1421231912.jpg,http://www.brandsdistribution.com/prod/stock_prod41451_image_977474943.jpg,Geographical Norway,Men,Polo," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,41451," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",127056,3543112671685   ,S,2
PRODUCT,47829,Geographical Norway,Keddy,Keddy_black_white,18,80.00,,15.00,ᐧ  Polo Man ᐧ short sleeves ᐧ theme: Royal Polo ᐧ 100% cotton piquet ᐧ wash 30°,0.50,http://www.brandsdistribution.com/prod/stock_prod47829_image_1614415160.jpg,http://www.brandsdistribution.com/prod/stock_prod47829_image_754925346.jpg,http://www.brandsdistribution.com/prod/stock_prod47829_image_761043429.jpg,Geographical Norway,Men,Polo," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,47829," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143462,3543113942197,S,8
MODEL,47829," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143465,3543113942227,XL,10
PRODUCT,47830,Geographical Norway,Keddy,Keddy_navy_white,1,80.00,,9.90,ᐧ  Polo Man ᐧ short sleeves ᐧ theme: Royal Polo ᐧ 100% cotton piquet ᐧ wash 30°,0.50,http://www.brandsdistribution.com/prod/stock_prod47830_image_801334971.jpg,http://www.brandsdistribution.com/prod/stock_prod47830_image_771619123.jpg,http://www.brandsdistribution.com/prod/stock_prod47830_image_299307035.jpg,Geographical Norway,Men,Polo," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,47830," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143468,3543113942258,L,1
PRODUCT,47831,Geographical Norway,Keddy,Keddy_red_marine,39,80.00,,15.00,ᐧ  Polo Man ᐧ short sleeves ᐧ theme: Royal Polo ᐧ 100% cotton piquet ᐧ wash 30°,0.50,http://www.brandsdistribution.com/prod/stock_prod47831_image_973051802.jpg,http://www.brandsdistribution.com/prod/stock_prod47831_image_2001448331.jpg,http://www.brandsdistribution.com/prod/stock_prod47831_image_1571805446.jpg,Geographical Norway,Men,Polo," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,47831," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143471,3543113942333,S,7
MODEL,47831," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143472,3543113942340,M,19
MODEL,47831," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143473,3543113942357,L,13
PRODUCT,47832,Geographical Norway,Keddy,Keddy_white_navy,2,80.00,,9.90,ᐧ  Polo Man ᐧ short sleeves ᐧ theme: Royal Polo ᐧ 100% cotton piquet ᐧ wash 30°,0.50,http://www.brandsdistribution.com/prod/stock_prod47832_image_1958701469.jpg,http://www.brandsdistribution.com/prod/stock_prod47832_image_514790287.jpg,http://www.brandsdistribution.com/prod/stock_prod47832_image_1096271726.jpg,Geographical Norway,Men,Polo," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,47832," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143475,3543113942289,S,2
PRODUCT,46075,Geographical Norway,Kentle,RP_Kentle_Men_corail_navy,43,69.00,,15.00,"Polo, 100% cotton piquet, short sleeves ᐧ wash 30°",0.50,http://www.brandsdistribution.com/prod/stock_prod46075_image_1722461976.jpg,http://www.brandsdistribution.com/prod/stock_prod46075_image_1331029067.jpg," ",Geographical Norway,Men,Polo," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,46075," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",138925,3543112817960,M,16
MODEL,46075," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",138926,3543112817977,L,20
MODEL,46075," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",138927,3543112817984,XL,7
PRODUCT,46076,Geographical Norway,Kentle,RP_Kentle_Men_green_orange,14,69.00,,12.90,"Polo, 100% cotton piquet, short sleeves ᐧ wash 30°",0.50,http://www.brandsdistribution.com/prod/stock_prod46076_image_1716305993.jpg,http://www.brandsdistribution.com/prod/stock_prod46076_image_23145036.jpg," ",Geographical Norway,Men,Polo," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,46076," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",138928,3543112817991,M,9
MODEL,46076," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",138930,3543112818011,XL,5
PRODUCT,46077,Geographical Norway,Kentle,RP_Kentle_Men_navy_yellow,10,69.00,,15.00,"Polo, 100% cotton piquet, short sleeves ᐧ wash 30°",0.50,http://www.brandsdistribution.com/prod/stock_prod46077_image_1779922586.jpg,http://www.brandsdistribution.com/prod/stock_prod46077_image_2077593736.jpg," ",Geographical Norway,Men,Polo," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,46077," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",138931,3543112817885,S,5
MODEL,46077," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",138932,3543112817892,M,1
MODEL,46077," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",138933,3543112817908,L,2
MODEL,46077," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",138934,3543112817915,XL,2
PRODUCT,46078,Geographical Norway,Kentle,RP_Kentle_Men_pink_navy,15,69.00,,15.00,"Polo, 100% cotton piquet, short sleeves ᐧ wash 30°",0.50,http://www.brandsdistribution.com/prod/stock_prod46078_image_2110806640.jpg,http://www.brandsdistribution.com/prod/stock_prod46078_image_638083611.jpg," ",Geographical Norway,Men,Polo," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,46078," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",138936,3543112817939,M,10
MODEL,46078," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",138938,3543112817953,XL,5
PRODUCT,46079,Geographical Norway,Kentle,RP_Kentle_Men_white_green,110,69.00,,15.00,"Polo, 100% cotton piquet, short sleeves ᐧ wash 30°",0.50,http://www.brandsdistribution.com/prod/stock_prod46079_image_713398635.jpg,http://www.brandsdistribution.com/prod/stock_prod46079_image_1175015303.jpg," ",Geographical Norway,Men,Polo," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,46079," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",138939,3543112817823,S,22
MODEL,46079," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",138940,3543112817830,M,14
MODEL,46079," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",138941,3543112817847,L,36
MODEL,46079," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",138942,3543112817854,XL,16
MODEL,46079," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",138943,3543112817861,XXL,18
MODEL,46079," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",138944,3543112817878,XXXL,4
PRODUCT,41432,Geographical Norway,Kentucka,RP_Kentucka_fluoss_manC_black_pink,2,64.00,,9.90,Polo Man ᐧ short sleeve ᐧ multi animations ᐧ 100% cotton piquet ᐧ wash 30°,0.50,http://www.brandsdistribution.com/prod/stock_prod41432_image_203220738.jpg,http://www.brandsdistribution.com/prod/stock_prod41432_image_1904631086.jpg,http://www.brandsdistribution.com/prod/stock_prod41432_image_712064149.jpg,Geographical Norway,Men,Polo," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,41432," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126976,,XL,2
PRODUCT,41434,Geographical Norway,Kentucka,RP_Kentucka_fluoss_manC_kaki_pink,6,64.00,,9.90,Polo Man ᐧ short sleeve ᐧ multi animations ᐧ 100% cotton piquet ᐧ wash 30°,0.50,http://www.brandsdistribution.com/prod/stock_prod41434_image_1077788479.jpg,http://www.brandsdistribution.com/prod/stock_prod41434_image_800366571.jpg,http://www.brandsdistribution.com/prod/stock_prod41434_image_734193217.jpg,Geographical Norway,Men,Polo," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,41434," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126981,,M,2
MODEL,41434," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126983,,XL,4
PRODUCT,41439,Geographical Norway,Kentucka,RP_Kentucka_fluoss_manD_kaki_pink,14,64.00,,9.90,Polo Man ᐧ short sleeve ᐧ multi animations ᐧ theme: Royal Polo ᐧ 100% cotton piquet ᐧ wash 30°,0.50,http://www.brandsdistribution.com/prod/stock_prod41439_image_875617016.jpg,http://www.brandsdistribution.com/prod/stock_prod41439_image_343895938.jpg,http://www.brandsdistribution.com/prod/stock_prod41439_image_103771774.jpg,Geographical Norway,Men,Polo," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,41439," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",127001,3543112647345   ,M,5
MODEL,41439," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",127002,3543112647352   ,L,4
MODEL,41439," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",127003,3543112647369   ,XL,5
PRODUCT,41440,Geographical Norway,Kentucka,RP_Kentucka_fluoss_manD_navy_orange,5,64.00,,9.90,Polo Man ᐧ short sleeve ᐧ multi animations ᐧ theme: Royal Polo ᐧ 100% cotton piquet ᐧ wash 30°,0.50,http://www.brandsdistribution.com/prod/stock_prod41440_image_976799614.jpg,http://www.brandsdistribution.com/prod/stock_prod41440_image_434012941.JPG,http://www.brandsdistribution.com/prod/stock_prod41440_image_1810214162.jpg,Geographical Norway,Men,Polo," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,41440," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",127004,3543112647291   ,S,5
PRODUCT,41441,Geographical Norway,Kentucka,RP_Kentucka_fluoss_manD_royal_yellow,7,64.00,,9.90,Polo Man ᐧ short sleeve ᐧ multi animations ᐧ theme: Royal Polo ᐧ 100% cotton piquet ᐧ wash 30°,0.50,http://www.brandsdistribution.com/prod/stock_prod41441_image_2144310791.jpg,http://www.brandsdistribution.com/prod/stock_prod41441_image_811377938.jpg,http://www.brandsdistribution.com/prod/stock_prod41441_image_467361997.jpg,Geographical Norway,Men,Polo," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,41441," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",127009,3543112647376   ,S,7
PRODUCT,41442,Geographical Norway,Kentucka,RP_Kentucka_fluoss_manD_white_navy,6,64.00,,9.90,Polo Man ᐧ short sleeve ᐧ multi animations ᐧ theme: Royal Polo ᐧ 100% cotton piquet ᐧ wash 30°,0.50,http://www.brandsdistribution.com/prod/stock_prod41442_image_1636521711.jpg,http://www.brandsdistribution.com/prod/stock_prod41442_image_2041607824.jpg,http://www.brandsdistribution.com/prod/stock_prod41442_image_281947517.jpg,Geographical Norway,Men,Polo," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,41442," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",127013,3543112647239   ,S,3
MODEL,41442," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",127016,3543112647260   ,XL,3
PRODUCT,41443,Geographical Norway,Kentucka,RP_Kentucka_turquoise_navy,5,64.00,,9.90,Polo Man ᐧ short sleeve ᐧ multi animations ᐧ theme: Royal Polo ᐧ 100% cotton piquet ᐧ wash 30°,0.50,http://www.brandsdistribution.com/prod/stock_prod41443_image_1005980339.jpg,http://www.brandsdistribution.com/prod/stock_prod41443_image_728613313.jpg,http://www.brandsdistribution.com/prod/stock_prod41443_image_1588544566.jpg,Geographical Norway,Men,Polo," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,41443," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",127018,,S,5
PRODUCT,47669,Geographical Norway,Kentucka,RP_Kentucka_fluoss_manE_black_yellow,3,80.00,,9.90,ᐧ  Polo Man ᐧ short sleeves ᐧ multi animations ᐧ 100% cotton piquet ᐧ wash 30°,0.50,http://www.brandsdistribution.com/prod/stock_prod47669_image_1717180657.jpg,http://www.brandsdistribution.com/prod/stock_prod47669_image_1981580990.jpg,http://www.brandsdistribution.com/prod/stock_prod47669_image_190241528.jpg,Geographical Norway,Men,Polo," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,47669," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",142769,3543112647475,XL,3
PRODUCT,47670,Geographical Norway,Kentucka,RP_Kentucka_fluoss_manE_fushia_turquoise,20,80.00,,15.00,ᐧ  Polo Man ᐧ short sleeves ᐧ multi animations ᐧ 100% cotton piquet ᐧ wash 30°,0.50,http://www.brandsdistribution.com/prod/stock_prod47670_image_1936146381.jpg,http://www.brandsdistribution.com/prod/stock_prod47670_image_1181988141.jpg,http://www.brandsdistribution.com/prod/stock_prod47670_image_385000088.jpg,Geographical Norway,Men,Polo," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,47670," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",142771,3543112647628,S,5
MODEL,47670," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",142772,3543112647635,M,5
MODEL,47670," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",142773,3543112647642,L,5
MODEL,47670," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",142774,3543112647659,XL,5
PRODUCT,47671,Geographical Norway,Kentucka,RP_Kentucka_fluoss_manE_navy_pink,11,80.00,,15.00,ᐧ  Polo Man ᐧ short sleeves ᐧ multi animations ᐧ 100% cotton piquet ᐧ wash 30°,0.50,http://www.brandsdistribution.com/prod/stock_prod47671_image_703583986.jpg,http://www.brandsdistribution.com/prod/stock_prod47671_image_773343953.jpg,http://www.brandsdistribution.com/prod/stock_prod47671_image_837295222.jpg,Geographical Norway,Men,Polo," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,47671," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",142775,3543112647543,S,10
MODEL,47671," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",142778,3543112647574,XL,1
PRODUCT,47672,Geographical Norway,Kentucka,RP_Kentucka_fluoss_manE_orange_navy,14,80.00,,15.00,ᐧ  Polo Man ᐧ short sleeves ᐧ multi animations ᐧ 100% cotton piquet ᐧ wash 30°,0.50,http://www.brandsdistribution.com/prod/stock_prod47672_image_1747883774.jpg,http://www.brandsdistribution.com/prod/stock_prod47672_image_13063637.jpg,http://www.brandsdistribution.com/prod/stock_prod47672_image_529228327.jpg,Geographical Norway,Men,Polo," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,47672," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",142780,3543112647598,M,3
MODEL,47672," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",142781,3543112647604,L,3
MODEL,47672," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",142782,3543112647611,XL,8
PRODUCT,47673,Geographical Norway,Kentucka,RP_Kentucka_fluoss_manE_turquoise_orange,22,80.00,,15.00,ᐧ  Polo Man ᐧ short sleeves ᐧ multi animations ᐧ 100% cotton piquet ᐧ wash 30°,0.50,http://www.brandsdistribution.com/prod/stock_prod47673_image_353200782.jpg,http://www.brandsdistribution.com/prod/stock_prod47673_image_336451590.jpg,http://www.brandsdistribution.com/prod/stock_prod47673_image_327986759.jpg,Geographical Norway,Men,Polo," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,47673," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",142783,3543112647666,M,10
MODEL,47673," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",142784,3543112647673,L,6
MODEL,47673," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",142785,3543112647680,XL,6
