record_type,product_id,brand,name,code,product_quantity,street_price,suggested_price,price_novat,plain_description,weight,picture 1,picture 2,picture 3,Firme,Categorie,Sottocategorie,altro,season,7dayssale,color,partner,service,Sunglasses,Warehouse2,bicolors,Watches,Print, Genere,shoes,model_id,barcode,model_size,model_quantity
PRODUCT,41339,Geographical Norway,Adriano,Adriano_man_black,71,120.00,,24.90,Jacket men ᐧ theme: Italia ᐧ 100% polyamide ᐧ zip closure ᐧ hand wash,2.00,http://www.brandsdistribution.com/prod/stock_prod41339_image_1746465652.jpg,http://www.brandsdistribution.com/prod/stock_prod41339_image_418012576.jpg,http://www.brandsdistribution.com/prod/stock_prod41339_image_1899020019.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,41339," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126565,3543112829468   ,S,6
MODEL,41339," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126566,3543112829475   ,M,10
MODEL,41339," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126567,3543112829482   ,L,16
MODEL,41339," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126568,3543112829499   ,XL,23
MODEL,41339," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126569,3543112829505   ,XXL,16
PRODUCT,41340,Geographical Norway,Adriano,Adriano_man_kaki,27,120.00,,24.90,Jacket men ᐧ theme: Italia ᐧ 100% polyamide ᐧ zip closure ᐧ hand wash,2.00,http://www.brandsdistribution.com/prod/stock_prod41340_image_1423830283.jpg,http://www.brandsdistribution.com/prod/stock_prod41340_image_1042659359.jpg,http://www.brandsdistribution.com/prod/stock_prod41340_image_1089718742.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,41340," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126571,3543112829628   ,M,5
MODEL,41340," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126572,3543112829635   ,L,13
MODEL,41340," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126573,3543112829642   ,XL,2
MODEL,41340," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126574,3543112829659   ,XXL,7
PRODUCT,41341,Geographical Norway,Adriano,Adriano_man_navy,22,120.00,,24.90,Jacket men ᐧ theme: Italia ᐧ 100% polyamide ᐧ zip closure ᐧ hand wash,2.00,http://www.brandsdistribution.com/prod/stock_prod41341_image_296103694.jpg,http://www.brandsdistribution.com/prod/stock_prod41341_image_456093272.jpg,http://www.brandsdistribution.com/prod/stock_prod41341_image_2082797241.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,41341," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126575,3543112829574   ,M,2
MODEL,41341," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126576,3543112829581   ,L,12
MODEL,41341," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126577,3543112829598   ,XL,7
MODEL,41341," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126578,3543112829604   ,XXL,1
PRODUCT,41342,Geographical Norway,Adriano,Adriano_man_white,36,120.00,,24.90,Jacket men ᐧ theme: Italia ᐧ 100% polyamide ᐧ zip closure ᐧ hand wash,2.00,http://www.brandsdistribution.com/prod/stock_prod41342_image_217055346.jpg,http://www.brandsdistribution.com/prod/stock_prod41342_image_1166711951.jpg,http://www.brandsdistribution.com/prod/stock_prod41342_image_1231796421.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,41342," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126580,3543112829529   ,S,8
MODEL,41342," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126581,3543112829536   ,M,4
MODEL,41342," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126582,3543112829543   ,L,13
MODEL,41342," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126583,3543112829550   ,XL,5
MODEL,41342," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126584,3543112829567   ,XXL,6
PRODUCT,49970,Geographical Norway,Alabama,RP_Alabama_mannew_repeat_red,1,160.00,,29.90,"Mens hooded jacket"" ᐧ zip fastening, removable zipped hood, 3 external zipped pockets, 2 internal pockets ᐧ internal composition: 100% pl, external composition: 100% pa ᐧ handwash",2.00,http://www.brandsdistribution.com/prod/stock_prod49970_image_1929526715.jpg,http://www.brandsdistribution.com/prod/stock_prod49970_image_981573113.jpg,http://www.brandsdistribution.com/prod/stock_prod49970_image_1103470681.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,49970," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147260,,XL,1
PRODUCT,50012,Geographical Norway,Alabama,RP_Alabama_mannew_repeat_navy,4,160.00,,29.90,"Mens hooded jacket ᐧ zip fastening, removable zipped hood, 3 external zipped pockets, 2 internal pockets ᐧ internal composition: 100% pl, external composition: 100% pa ᐧ handwash",2.00,http://www.brandsdistribution.com/prod/stock_prod50012_image_646557699.jpg,http://www.brandsdistribution.com/prod/stock_prod50012_image_2043743098.jpg,http://www.brandsdistribution.com/prod/stock_prod50012_image_1024838046.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,50012," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147437,,L,3
MODEL,50012," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147439,,XXL,1
PRODUCT,36578,Geographical Norway,Alaska,Alaska_woman_black,270,180.00,,39.90," jacket ᐧ ᐧ - 100% polyester ᐧ ᐧ - Jacket with hood and fur ᐧ ᐧ - Zip fastener ᐧ ᐧ - Six external pockets ᐧ ᐧ - Three internal pockets ᐧ ᐧ - Wash at 30°",2.00,http://www.brandsdistribution.com/prod/stock_prod36578_image_1423063465.jpg,http://www.brandsdistribution.com/prod/stock_prod36578_image_351473053.jpg,http://www.brandsdistribution.com/prod/stock_prod36578_image_1647972216.jpg,Geographical Norway,Women,Jackets," "," "," ",Black," "," "," "," "," "," "," ",Women," "," "," "," "," "
MODEL,36578," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",114830,3543112573996,1,32
MODEL,36578," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",114831,3543112574009,2,57
MODEL,36578," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",114832,3543112574016,3,92
MODEL,36578," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",114833,3543112574023,4,55
MODEL,36578," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",114834,3543112574030,5,34
PRODUCT,36579,Geographical Norway Priced,Alaska,Alaska_woman_white,88,"180.00 USD",,39.90," jacket ᐧ ᐧ - 100% polyester ᐧ ᐧ - Jacket with hood and fur ᐧ ᐧ - Zip fastener ᐧ ᐧ - Six external pockets ᐧ ᐧ - Three internal pockets ᐧ ᐧ - Wash at 30°",2.00,http://www.brandsdistribution.com/prod/stock_prod36579_image_17960482.jpg,http://www.brandsdistribution.com/prod/stock_prod36579_image_1431381190.jpg,http://www.brandsdistribution.com/prod/stock_prod36579_image_1442048499.jpg,Geographical Norway,Women,Jackets," "," "," ",White," "," "," "," "," "," "," ",Women," "," "," "," "," "
MODEL,36579," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",114835,3543112574047,1,13
MODEL,36579," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",114836,3543112574054,2,18
MODEL,36579," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",114837,3543112574061,3,39
MODEL,36579," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",114838,3543112574078,4,18
PRODUCT,49954,Geographical Norway,Alaska,Alaska_man_new_black,7,180.00,,39.90,"Mens hooded jacket ᐧ ᐧ - zip and buttons fastening, zipped hood with removable fur, 6 external pockets, 3 internal pockets ᐧ ᐧ - internal composition: 100% pl, external composition: 100% pl ᐧ ᐧ - wash at 30°C",2.00,http://www.brandsdistribution.com/prod/stock_prod49954_image_511442901.jpg,http://www.brandsdistribution.com/prod/stock_prod49954_image_749793381.jpg,http://www.brandsdistribution.com/prod/stock_prod49954_image_728812843.jpg,Geographical Norway,Men,Jackets," "," "," ",Black," "," "," "," "," "," "," ",Men," "," "," "," "," "
MODEL,49954," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147183,,S,7
PRODUCT,49963,Geographical Norway,Alaska,Alaska_man_new_kaki,21,180.00,,39.90,"Mens hooded jacket ᐧ ᐧ - zip and buttons fastening, zipped hood with removable fur, 6 external pockets, 3 internal pockets ᐧ ᐧ - internal composition: 100% pl, external composition: 100% pl ᐧ ᐧ - wash at 30°C",2.00,http://www.brandsdistribution.com/prod/stock_prod49963_image_1641242519.jpg,http://www.brandsdistribution.com/prod/stock_prod49963_image_650156700.jpg,http://www.brandsdistribution.com/prod/stock_prod49963_image_851703310.jpg,Geographical Norway,Men,Jackets," "," "," ",Brown," "," "," "," "," "," "," ",Men," "," "," "," "," "
MODEL,49963," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147224,,S,21
PRODUCT,52775,Geographical Norway,Alberta,Alberta_man_black,4,189.00,,34.90,Mens jacket with zipped detachable hood ᐧ ᐧ - zipped hood with detachable fur ᐧ ᐧ - external: 100% polyamide ᐧ ᐧ - interior: 100% polyester ᐧ ᐧ - zip and buttons fastening ᐧ ᐧ - four external pockets ᐧ ᐧ - two internal pockets ᐧ ᐧ - handwash,2.00,http://www.brandsdistribution.com/prod/stock_prod52775_image_1912159225.jpg,http://www.brandsdistribution.com/prod/stock_prod52775_image_804597509.jpg,http://www.brandsdistribution.com/prod/stock_prod52775_image_1983421.jpg,Geographical Norway,Men,Jackets," "," "," ",Black," "," "," "," "," "," "," ",Men," "," "," "," "," "
MODEL,52775," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",153261,,S,4
PRODUCT,47741,Geographical Norway,Allover,Allover_Men_bgrey_white,32,80.00,,12.90,"sweatshirt Man ᐧ removable hood ᐧ 65% cotton , 35% polyester ᐧ button closure ᐧ wash 30°",0.50,http://www.brandsdistribution.com/prod/stock_prod47741_image_525859753.jpg,http://www.brandsdistribution.com/prod/stock_prod47741_image_2098732145.jpg,http://www.brandsdistribution.com/prod/stock_prod47741_image_47583522.jpg,Geographical Norway,Men,Sweaters," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,47741," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143077,,S,1
MODEL,47741," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143079,,L,23
MODEL,47741," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143080,,XL,5
MODEL,47741," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143081,,XXL,3
PRODUCT,47742,Geographical Norway,Allover,Allover_Men_black_white,5,80.00,,12.90,"sweatshirt Man ᐧ removable hood ᐧ 65% cotton , 35% polyester ᐧ button closure ᐧ wash 30°",0.50,http://www.brandsdistribution.com/prod/stock_prod47742_image_592620623.jpg,http://www.brandsdistribution.com/prod/stock_prod47742_image_989497894.jpg,http://www.brandsdistribution.com/prod/stock_prod47742_image_1637940447.jpg,Geographical Norway,Men,Sweaters," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,47742," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143082,,S,1
MODEL,47742," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143083,,M,3
MODEL,47742," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143086,,XXL,1
PRODUCT,47743,Geographical Norway,Allover,Allover_Men_navy_bgrey,95,80.00,,15.90,"sweatshirt Man ᐧ removable hood ᐧ 65% cotton , 35% polyester ᐧ button closure ᐧ wash 30°",0.50,http://www.brandsdistribution.com/prod/stock_prod47743_image_576399777.jpg,http://www.brandsdistribution.com/prod/stock_prod47743_image_549460383.jpg,http://www.brandsdistribution.com/prod/stock_prod47743_image_1698513493.jpg,Geographical Norway,Men,Sweaters," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,47743," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143087,,S,2
MODEL,47743," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143088,,M,12
MODEL,47743," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143089,,L,49
MODEL,47743," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143090,,XL,25
MODEL,47743," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143091,,XXL,7
PRODUCT,47744,Geographical Norway,Allover,Allover_Men_red_white,26,80.00,,15.90,"sweatshirt Man ᐧ removable hood ᐧ 65% cotton , 35% polyester ᐧ button closure ᐧ wash 30°",0.50,http://www.brandsdistribution.com/prod/stock_prod47744_image_1434698048.jpg,http://www.brandsdistribution.com/prod/stock_prod47744_image_655789200.jpg,http://www.brandsdistribution.com/prod/stock_prod47744_image_86201338.jpg,Geographical Norway,Men,Sweaters," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,47744," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143092,,S,13
MODEL,47744," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143093,,M,1
MODEL,47744," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143094,,L,5
MODEL,47744," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143095,,XL,7
PRODUCT,47745,Geographical Norway,Allover,Allover_Men_turquoise,74,80.00,,15.90,"sweatshirt Man ᐧ removable hood ᐧ 65% cotton , 35% polyester ᐧ button closure ᐧ wash 30°",0.50,http://www.brandsdistribution.com/prod/stock_prod47745_image_713739810.jpg,http://www.brandsdistribution.com/prod/stock_prod47745_image_1048061673.jpg,http://www.brandsdistribution.com/prod/stock_prod47745_image_529204365.jpg,Geographical Norway,Men,Sweaters," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,47745," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143096,,S,22
MODEL,47745," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143097,,M,18
MODEL,47745," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143098,,L,11
MODEL,47745," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143099,,XL,23
PRODUCT,41457,Geographical Norway,America,RP_America_man_black,52,119.00,,27.50,Parka men ᐧ Jacket with datachable hat and sleeves ᐧ Royal Polo collection ᐧ body: 100% polyamide ᐧ sleeve: 100% polyester ᐧ zip closure ᐧ hand wash,2.00,http://www.brandsdistribution.com/prod/stock_prod41457_image_695728532.jpg,http://www.brandsdistribution.com/prod/stock_prod41457_image_339091832.jpg,http://www.brandsdistribution.com/prod/stock_prod41457_image_139690403.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,41457," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",127082,3543112666629   ,S,27
MODEL,41457," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",127083,3543112666636   ,M,23
MODEL,41457," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",127084,3543112666643   ,L,2
PRODUCT,41458,Geographical Norway,America,RP_America_man_navy,23,119.00,,27.50,Parka men ᐧ Jacket with datachable hat and sleeves ᐧ Royal Polo collection ᐧ body: 100% polyamide ᐧ sleeve: 100% polyester ᐧ zip closure ᐧ hand wash,2.00,http://www.brandsdistribution.com/prod/stock_prod41458_image_1526497985.jpg,http://www.brandsdistribution.com/prod/stock_prod41458_image_1823450219.jpg,http://www.brandsdistribution.com/prod/stock_prod41458_image_1739327398.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,41458," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",127087,3543112666575   ,S,21
MODEL,41458," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",127089,3543112666599   ,L,2
PRODUCT,41459,Geographical Norway,America,RP_America_man_red,33,119.00,,27.50,Parka men ᐧ Jacket with datachable hat and sleeves ᐧ Royal Polo collection ᐧ body: 100% polyamide ᐧ sleeve: 100% polyester ᐧ zip closure ᐧ hand wash,2.00,http://www.brandsdistribution.com/prod/stock_prod41459_image_1758636696.jpg,http://www.brandsdistribution.com/prod/stock_prod41459_image_49813699.jpg,http://www.brandsdistribution.com/prod/stock_prod41459_image_187819994.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,41459," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",127092,3543112666674   ,S,11
MODEL,41459," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",127094,3543112666698   ,L,22
PRODUCT,54628,Geographical Norway,Anais,Anais_woman_purple_black,59,160.00,,25.90," jacket ᐧ ᐧ - 100% pa, padding: 100% pl ᐧ ᐧ - Jacket with hood ᐧ ᐧ - Zip fastener ᐧ ᐧ - two external pockets ᐧ ᐧ - internal pocket ᐧ ᐧ - handwash",2.00,http://www.brandsdistribution.com/prod/stock_prod54628_image_297278018.jpg,http://www.brandsdistribution.com/prod/stock_prod54628_image_1514617366.jpg,http://www.brandsdistribution.com/prod/stock_prod54628_image_326032700.jpg,Geographical Norway,Women,Jackets," "," "," ",Purple," "," "," "," "," "," "," ",Women," "," "," "," "," "
MODEL,54628," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157544,3543113999542,1,2
MODEL,54628," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157545,3543113999559,2,12
MODEL,54628," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157546,3543113999566,3,27
MODEL,54628," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157547,3543113999573,4,15
MODEL,54628," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157548,3543113999580,5,3
PRODUCT,54638,Geographical Norway,Anais,Anais_woman_navy_black,44,160.00,,25.90," jacket ᐧ ᐧ - 100% pa, padding: 100% pl ᐧ ᐧ - Jacket with hood ᐧ ᐧ - Zip fastener ᐧ ᐧ - two external pockets ᐧ ᐧ - internal pocket ᐧ ᐧ - handwash",2.00,http://www.brandsdistribution.com/prod/stock_prod54638_image_823907841.jpg,http://www.brandsdistribution.com/prod/stock_prod54638_image_1580606412.jpg,http://www.brandsdistribution.com/prod/stock_prod54638_image_2138581151.jpg,Geographical Norway,Women,Jackets," "," "," ",Blue," "," "," "," "," "," "," ",Women," "," "," "," "," "
MODEL,54638," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157597,3543113999467,2,8
MODEL,54638," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157598,3543113999474,3,13
MODEL,54638," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157599,3543113999481,4,17
MODEL,54638," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157600,3543113999498,5,6
PRODUCT,54639,Geographical Norway,Anais,Anais_woman_turquoise_dgrey,36,160.00,,25.90," jacket ᐧ ᐧ - 100% pa, padding: 100% pl ᐧ ᐧ - Jacket with hood ᐧ ᐧ - Zip fastener ᐧ ᐧ - two external pockets ᐧ ᐧ - internal pocket ᐧ ᐧ - handwash",2.00,http://www.brandsdistribution.com/prod/stock_prod54639_image_109092917.jpg,http://www.brandsdistribution.com/prod/stock_prod54639_image_589571131.jpg,http://www.brandsdistribution.com/prod/stock_prod54639_image_480370104.jpg,Geographical Norway,Women,Jackets," "," "," ",Blue," "," "," "," "," "," "," ",Women," "," "," "," "," "
MODEL,54639," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157601,3543113999504,1,4
MODEL,54639," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157602,3543113999511,2,12
MODEL,54639," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157603,3543113999528,3,15
MODEL,54639," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157604,3543113999535,4,5
PRODUCT,54649,Geographical Norway,Anais,Anais_woman_pink_purple,55,160.00,,25.90," jacket ᐧ ᐧ - 100% pa, padding: 100% pl ᐧ ᐧ - Jacket with hood ᐧ ᐧ - Zip fastener ᐧ ᐧ - two external pockets ᐧ ᐧ - internal pocket ᐧ ᐧ - handwash",2.00,http://www.brandsdistribution.com/prod/stock_prod54649_image_1360394633.jpg,http://www.brandsdistribution.com/prod/stock_prod54649_image_459325197.jpg,http://www.brandsdistribution.com/prod/stock_prod54649_image_1782051809.jpg,Geographical Norway,Women,Jackets," "," "," ",Pink," "," "," "," "," "," "," ",Women," "," "," "," "," "
MODEL,54649," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157646,3543113999597,1,5
MODEL,54649," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157647,3543113999603,2,16
MODEL,54649," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157648,3543113999610,3,20
MODEL,54649," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157649,3543113999627,4,10
MODEL,54649," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157650,3543113999634,5,4
PRODUCT,39515,Geographical Norway,Angleterre,RP_Angleterre_man_black,115,160.00,,24.90,"Mens padded jacket ᐧ -  line Royal polo ᐧ -internal: 100% polyamide, internal polyester ᐧ - detachable hood ᐧ - zip fastening ᐧ - two external pockets, two internal pockets ᐧ - Hand wash",2.00,http://www.brandsdistribution.com/prod/stock_prod39515_image_521379134.jpg,http://www.brandsdistribution.com/prod/stock_prod39515_image_564855392.jpg,http://www.brandsdistribution.com/prod/stock_prod39515_image_810195882.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,39515," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121754,,S,27
MODEL,39515," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121755,,M,30
MODEL,39515," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121756,,L,24
MODEL,39515," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121757,,XL,30
MODEL,39515," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121758,,XXL,4
PRODUCT,39516,Geographical Norway,Angleterre,RP_Angleterre_man_kaky,29,160.00,,24.90,"Mens padded jacket ᐧ -  line Royal polo ᐧ -internal: 100% polyamide, internal polyester ᐧ - detachable hood ᐧ - zip fastening ᐧ - two external pockets, two internal pockets ᐧ - Hand wash",2.00,http://www.brandsdistribution.com/prod/stock_prod39516_image_627481082.jpg,http://www.brandsdistribution.com/prod/stock_prod39516_image_1925028880.jpg,http://www.brandsdistribution.com/prod/stock_prod39516_image_1983060519.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,39516," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121759,,S,17
MODEL,39516," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121760,,M,7
MODEL,39516," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121762,,XL,5
